Time (PST),Water Temperature Profile 1 (+0.05m),Water Temperature Profile 2 (+0.05m),Water Temperature Profile 3 (+0.05m),
2019-01-01 00:30:00,         NaN,          NaN,          NaN
2019-01-01 01:00:00,         NaN,          NaN,          NaN
2019-01-01 01:30:00,         NaN,          NaN,          NaN
2019-01-01 02:00:00,         NaN,          NaN,          NaN
2019-01-01 02:30:00,         NaN,          NaN,          NaN
2019-01-01 03:00:00,         NaN,          NaN,          NaN
2019-01-01 03:30:00,         NaN,          NaN,          NaN
2019-01-01 04:00:00,         NaN,          NaN,          NaN
2019-01-01 04:30:00,         NaN,          NaN,          NaN
2019-01-01 05:00:00,         NaN,          NaN,          NaN
2019-01-01 05:30:00,         NaN,          NaN,          NaN
2019-01-01 06:00:00,         NaN,          NaN,          NaN
2019-01-01 06:30:00,         NaN,          NaN,          NaN
2019-01-01 07:00:00,         NaN,          NaN,          NaN
2019-01-01 07:30:00,         NaN,          NaN,          NaN
2019-01-01 08:00:00,         NaN,          NaN,          NaN
2019-01-01 08:30:00,         NaN,          NaN,          NaN
2019-01-01 09:00:00,         NaN,          NaN,          NaN
2019-01-01 09:30:00,         NaN,          NaN,          NaN
2019-01-01 10:00:00,         NaN,          NaN,          NaN
2019-01-01 10:30:00,         NaN,          NaN,          NaN
2019-01-01 11:00:00,         NaN,          NaN,          NaN
2019-01-01 11:30:00,         NaN,          NaN,          NaN
2019-01-01 12:00:00,         NaN,          NaN,          NaN
2019-01-01 12:30:00,         NaN,          NaN,          NaN
2019-01-01 13:00:00,         NaN,          NaN,          NaN
2019-01-01 13:30:00,         NaN,          NaN,          NaN
2019-01-01 14:00:00,         NaN,          NaN,          NaN
2019-01-01 14:30:00,         NaN,          NaN,          NaN
2019-01-01 15:00:00,         NaN,          NaN,          NaN
2019-01-01 15:30:00,         NaN,          NaN,          NaN
2019-01-01 16:00:00,         NaN,          NaN,          NaN
2019-01-01 16:30:00,         NaN,          NaN,          NaN
2019-01-01 17:00:00,         NaN,          NaN,          NaN
2019-01-01 17:30:00,         NaN,          NaN,          NaN
2019-01-01 18:00:00,         NaN,          NaN,          NaN
2019-01-01 18:30:00,         NaN,          NaN,          NaN
